Epoch,BLEU-1,BLEU-2,BLEU-3,BLEU-4,METEOR,Train Accuracy,Validation Accuracy
2,0.6295631759872558,0.4014925769607052,0.243569651337648,0.1417049781841702,0.3968137227309609,65.67374884184163,65.92695165010846
3,0.6422402951286996,0.41786405199896265,0.2581560318948835,0.1536863472348334,0.4052959729407329,70.09384506137687,67.35053122182573
4,0.6432464156954808,0.418908530179015,0.26103045421920834,0.15785476311022564,0.40839142390570404,73.18936355284798,67.83128078549854
5,0.6541963611972835,0.4248613735024746,0.26549114284521874,0.15969675257977722,0.41337944387455555,75.86243359932621,68.4720724446548
6,0.6515804477236522,0.42308188142586983,0.2632097889292612,0.15733806929340952,0.41076377312150514,77.95132985353999,68.55366894574325
7,0.6469858304686845,0.41937678040287346,0.2623425068420269,0.15872329983800199,0.40906231494817347,79.92017473632464,68.74946798899958
8,0.6487633101366647,0.42202562271009814,0.2624898661807274,0.15840068510022295,0.41232070094331114,81.6355565401269,68.77763753176855
9,0.6512450742013918,0.42343772162302445,0.2640519871987237,0.15931063095504877,0.41313384686572635,83.20472918899686,68.732183502357
